timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.493797,669.431325,reward_penalty,hard,1,train,5,1.0983268637798194,1.0983268637798194,0.0,0,1000,10.0,,,,,,
2000,3.224519,620.246521,reward_penalty,hard,1,train,11,-0.881092083292931,-0.881092083292931,0.0,0,1000,10.0,,,,,,
3000,5.205518,576.311005,reward_penalty,hard,1,train,12,0.1860296723886643,0.1860296723886643,0.0,0,1000,10.0,,,,,,
4000,6.765323,591.249879,reward_penalty,hard,1,train,8,-0.23291165968071126,-0.23291165968071126,0.0,0,1000,10.0,,,,,,
5000,8.659591,577.394172,reward_penalty,hard,1,train,31,-0.045677578566219346,-0.045677578566219346,0.0,0,1000,10.0,,,,,,
6000,10.115607,593.142563,reward_penalty,hard,1,train,9,0.19770786408438212,0.19770786408438212,0.0,0,1000,10.0,,,,,,
7000,11.979095,584.351084,reward_penalty,hard,1,train,11,-0.4385301614800383,-0.4385301614800383,0.0,0,1000,10.0,,,,,,
8000,13.423113,595.986706,reward_penalty,hard,1,train,5,0.9217913240161519,0.9217913240161519,0.0,0,1000,10.0,,,,,,
9000,15.29099,588.581689,reward_penalty,hard,1,train,15,-0.7535741028892207,-370.7535741028891,37.0,0,1000,10.0,,,,,,
10000,16.738643,597.41979,reward_penalty,hard,1,train,0,-0.6366026486422358,-850.6366026486421,85.0,0,1000,10.0,,,,,,
11000,18.579748,592.042311,reward_penalty,hard,1,train,16,1.8629261232084442,-2818.1370738767914,282.0,0,1000,10.0,,,,,,
12000,20.018537,599.444237,reward_penalty,hard,1,train,1,-0.9793222882656212,-2000.9793222882645,200.0,0,1000,10.0,,,,,,
13000,21.857386,594.764323,reward_penalty,hard,1,train,12,0.4959016884735883,0.4959016884735883,0.0,0,1000,10.0,,,,,,
14000,23.307401,600.667448,reward_penalty,hard,1,train,7,-0.23132644965535576,-100.2313264496555,10.0,0,1000,10.0,,,,,,
15000,25.250526,594.046894,reward_penalty,hard,1,train,13,0.14365356652636596,0.14365356652636596,0.0,0,1000,10.0,,,,,,
16000,26.707394,599.084931,reward_penalty,hard,1,train,28,-0.3800520230440976,-0.3800520230440976,0.0,0,1000,10.0,,,,,,
17000,28.559461,595.249215,reward_penalty,hard,1,train,6,-0.6111760503206922,-0.6111760503206922,0.0,0,1000,10.0,,,,,,
18000,30.021265,599.574898,reward_penalty,hard,1,train,25,0.49982844008361615,0.49982844008361615,0.0,0,1000,10.0,,,,,,
19000,31.862176,596.318227,reward_penalty,hard,1,train,18,-0.649988969961113,-0.649988969961113,0.0,0,1000,10.0,,,,,,
20000,33.300695,600.587966,reward_penalty,hard,1,train,20,-1.2589112800995519,-1.2589112800995519,0.0,0,1000,10.0,,,,,,
21000,35.167746,597.137979,reward_penalty,hard,1,train,30,0.7530040678356102,0.7530040678356102,0.0,0,1000,10.0,,,,,,
22000,36.899819,596.208769,reward_penalty,hard,1,train,5,1.3597352006141163,1.3597352006141163,0.0,0,1000,10.0,,,,,,
23000,38.92287,590.912168,reward_penalty,hard,1,train,18,2.434132430600897,2.434132430600897,0.0,1,1000,10.0,,,,,,
24000,40.43661,593.521506,reward_penalty,hard,1,train,20,1.1810225359440512,-1778.818977464055,178.0,0,1000,10.0,,,,,,
25000,42.396256,589.674654,reward_penalty,hard,1,train,11,2.2661409391730283,2.2661409391730283,0.0,1,1000,10.0,,,,,,
26000,43.834796,593.136053,reward_penalty,hard,1,train,28,2.5439263211495,2.5439263211495,0.0,1,1000,10.0,,,,,,
27000,45.71959,590.556432,reward_penalty,hard,1,train,10,0.8908724769342071,-859.1091275230659,86.0,0,1000,10.0,,,,,,
28000,47.141156,593.960774,reward_penalty,hard,1,train,28,-0.43885502079274885,-2800.438855020791,280.0,0,1000,10.0,,,,,,
29000,49.345288,587.695378,reward_penalty,hard,1,train,29,1.3704649633587522,1.3704649633587522,0.0,1,1000,10.0,,,,,,
30000,50.799096,590.561641,reward_penalty,hard,1,train,14,-0.6746264788675431,-0.6746264788675431,0.0,0,1000,10.0,,,,,,
31000,52.697556,588.262526,reward_penalty,hard,1,train,18,-0.6131413819260316,-650.6131413819251,65.0,0,1000,10.0,,,,,,
32000,54.145375,591.001494,reward_penalty,hard,1,train,4,0.35956920285001126,-1769.6404307971509,177.0,0,1000,10.0,,,,,,
33000,55.998081,589.305869,reward_penalty,hard,1,train,23,-0.05233294869549909,-280.05233294869555,28.0,0,1000,10.0,,,,,,
34000,57.448075,591.838771,reward_penalty,hard,1,train,23,0.18852605557006397,-4669.811473944433,467.0,0,1000,10.0,,,,,,
35000,59.309045,590.12918,reward_penalty,hard,1,train,9,-0.0433787918891948,-4320.043378791886,432.0,0,1000,10.0,,,,,,
36000,60.746612,592.625609,reward_penalty,hard,1,train,17,3.711421662287426,-796.2885783377122,80.0,1,1000,10.0,,,,,,
37000,62.598108,591.072146,reward_penalty,hard,1,train,23,-0.7353083627401755,-440.7353083627401,44.0,0,1000,10.0,,,,,,
38000,64.023383,593.533121,reward_penalty,hard,1,train,30,-0.8533329759861781,-1690.8533329759882,169.0,0,1000,10.0,,,,,,
39000,65.860627,592.159524,reward_penalty,hard,1,train,0,1.5581210873998779,-3598.4418789126016,360.0,0,1000,10.0,,,,,,
40000,67.275485,594.57019,reward_penalty,hard,1,train,22,-0.7384263978299066,-6820.738426397825,682.0,0,1000,10.0,,,,,,
41000,69.109049,593.265257,reward_penalty,hard,1,train,13,-1.0850368104238957,-1.0850368104238957,0.0,0,1000,10.0,,,,,,
42000,70.526477,595.520996,reward_penalty,hard,1,train,9,0.1747645061746812,-599.8252354938254,60.0,0,1000,10.0,,,,,,
43000,71.932344,597.783912,reward_penalty,hard,1,train,9,-0.7632877178402562,-880.7632877178405,88.0,0,1000,10.0,,,,,,
44000,73.746431,596.639013,reward_penalty,hard,1,train,7,-0.0227649225924218,-0.0227649225924218,0.0,0,1000,10.0,,,,,,
45000,75.15537,598.759583,reward_penalty,hard,1,train,31,0.6855023414516981,-389.3144976585483,39.0,0,1000,10.0,,,,,,
46000,77.018741,597.257192,reward_penalty,hard,1,train,29,-0.5566368060923789,-380.55663680609257,38.0,0,1000,10.0,,,,,,
