timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.335826,748.598483,lagrangian,medium,1,train,5,-0.42424771738561007,-0.42424771738561007,0.0,0,1000,,0.0,0.0,0.0,0.0,,
2000,2.683259,745.361186,lagrangian,medium,1,train,11,-0.9791740588088698,-0.9791740588088698,0.0,0,1000,,0.0,0.0,0.0,0.0,,
3000,4.419655,678.785297,lagrangian,medium,1,train,12,-0.7964789554164462,-0.7964789554164462,11.0,0,1000,,0.0,0.0,0.0,0.55,,
4000,5.757129,694.790216,lagrangian,medium,1,train,8,1.1621685278047797,1.1621685278047797,0.0,0,1000,,0.0,0.55,0.55,0.55,,
5000,7.49095,667.471663,lagrangian,medium,1,train,31,0.21376041867283002,0.21376041867283002,0.0,0,1000,,0.0,0.55,0.55,0.55,,
6000,8.824114,679.954559,lagrangian,medium,1,train,9,-0.0012020751048282818,-63.251202075104814,115.0,0,1000,,0.0,0.55,0.55,6.3,,
7000,10.550511,663.474546,lagrangian,medium,1,train,11,0.36536998613427274,0.36536998613427274,0.0,0,1000,,0.0,6.3,6.3,6.3,,
8000,11.899072,672.321055,lagrangian,medium,1,train,5,0.1388495890683592,0.1388495890683592,0.0,0,1000,,0.0,6.3,6.3,6.3,,
9000,13.634128,660.108051,lagrangian,medium,1,train,15,-0.8127468262689135,-0.8127468262689135,0.0,0,1000,,0.0,6.3,6.3,6.3,,
10000,14.965819,668.189052,lagrangian,medium,1,train,0,-0.21987645751251894,-869.6198764575123,138.0,0,1000,,0.0,6.3,6.3,13.2,,
11000,16.696826,658.807645,lagrangian,medium,1,train,16,0.616203347601814,0.616203347601814,0.0,0,1000,,0.0,13.2,13.2,13.2,,
12000,18.046891,664.934311,lagrangian,medium,1,train,1,0.5190905501439902,0.5190905501439902,0.0,0,1000,,0.0,13.2,13.2,13.2,,
13000,19.7868,657.003458,lagrangian,medium,1,train,12,-0.6383904357263119,-0.6383904357263119,0.0,0,1000,,0.0,13.2,13.2,13.2,,
