timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.378514,725.414984,lagrangian,medium,1,train,5,-0.42424771738561007,-0.42424771738561007,0.0,0,1000,,10.0,0.0,0.0,0.0,,
2000,2.738977,730.198422,lagrangian,medium,1,train,11,-0.9791740588088698,-0.9791740588088698,0.0,0,1000,,10.0,0.0,0.0,0.0,,
3000,4.527291,662.64708,lagrangian,medium,1,train,12,-0.7964789554164462,-0.7964789554164462,11.0,0,1000,,10.0,0.0,0.0,0.05,,
4000,5.858086,682.816219,lagrangian,medium,1,train,8,1.1621685278047797,1.1621685278047797,0.0,0,1000,,10.0,0.05,0.05,0.0,,
5000,7.643226,654.173658,lagrangian,medium,1,train,31,0.21376041867283002,0.21376041867283002,0.0,0,1000,,10.0,0.0,0.0,0.0,,
6000,9.036239,663.992596,lagrangian,medium,1,train,9,-0.0012020751048282818,-0.0012020751048282818,115.0,0,1000,,10.0,0.0,0.0,5.25,,
7000,10.901706,642.101079,lagrangian,medium,1,train,11,-0.009009042096562503,-0.009009042096562503,0.0,0,1000,,10.0,5.25,5.25,4.75,,
8000,12.250681,653.024651,lagrangian,medium,1,train,5,0.24866388773646708,0.24866388773646708,0.0,0,1000,,10.0,4.75,4.75,4.25,,
9000,14.022555,641.822897,lagrangian,medium,1,train,15,0.8669872295904506,0.8669872295904506,0.0,0,1000,,10.0,4.25,4.25,3.75,,
10000,15.399449,649.373724,lagrangian,medium,1,train,0,0.5022922807540141,-89.49770771924588,24.0,0,1000,,10.0,3.75,3.75,4.45,,
11000,17.166373,640.787513,lagrangian,medium,1,train,16,1.661696306637088,1.661696306637088,0.0,0,1000,,10.0,4.45,4.45,3.95,,
