timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.802619,554.747012,reward_penalty,easy,2,train,8,-0.8375804112267393,-0.8375804112267393,0.0,0,1000,0.1,,,,,,
2000,3.344376,598.016693,reward_penalty,easy,2,train,15,0.6924536143537052,0.6924536143537052,0.0,0,1000,0.1,,,,,,
3000,5.534716,542.032775,reward_penalty,easy,2,train,13,0.24380320677995249,0.24380320677995249,0.0,0,1000,0.1,,,,,,
4000,7.081143,564.880005,reward_penalty,easy,2,train,8,-0.718121097523658,-0.718121097523658,0.0,0,1000,0.1,,,,,,
5000,9.195602,543.737891,reward_penalty,easy,2,train,22,0.559255596421667,0.559255596421667,0.0,0,1000,0.1,,,,,,
6000,10.793839,555.872388,reward_penalty,easy,2,train,11,1.7943650294269968,1.7943650294269968,0.0,0,1000,0.1,,,,,,
7000,12.879797,543.486602,reward_penalty,easy,2,train,18,-3.3507774874983096,-3.3507774874983096,0.0,0,1000,0.1,,,,,,
8000,14.425388,554.577567,reward_penalty,easy,2,train,11,0.17803817851018966,0.17803817851018966,0.0,0,1000,0.1,,,,,,
9000,16.607352,541.928462,reward_penalty,easy,2,train,8,-2.080143056870502,-11.680143056870511,96.0,0,1000,0.1,,,,,,
10000,18.149709,550.9728,reward_penalty,easy,2,train,7,-5.468068907275962,-5.468068907275962,0.0,0,1000,0.1,,,,,,
11000,20.284054,542.297792,reward_penalty,easy,2,train,2,-2.9697575753389804,-15.369757575338978,124.0,0,1000,0.1,,,,,,
12000,21.823209,549.873186,reward_penalty,easy,2,train,17,-2.1543885357793595,-2.1543885357793595,0.0,0,1000,0.1,,,,,,
13000,24.057431,540.373362,reward_penalty,easy,2,train,31,-1.3886507600826263,-1.3886507600826263,0.0,0,1000,0.1,,,,,,
14000,25.638994,546.042976,reward_penalty,easy,2,train,11,-1.8530159642235113,-1.8530159642235113,0.0,0,1000,0.1,,,,,,
15000,27.763721,540.273307,reward_penalty,easy,2,train,21,-1.26473860756169,-1.26473860756169,0.0,0,1000,0.1,,,,,,
16000,29.406193,544.102992,reward_penalty,easy,2,train,15,-0.6766232633013818,-0.6766232633013818,0.0,0,1000,0.1,,,,,,
17000,31.315731,542.858084,reward_penalty,easy,2,train,31,-0.3015623470506905,-0.3015623470506905,0.0,0,1000,0.1,,,,,,
18000,32.654527,551.225148,reward_penalty,easy,2,train,31,0.41069619811602576,0.41069619811602576,0.0,0,1000,0.1,,,,,,
19000,34.472879,551.157826,reward_penalty,easy,2,train,26,-0.7797969670449438,-4.579796967044942,38.0,0,1000,0.1,,,,,,
20000,35.8069,558.551405,reward_penalty,easy,2,train,20,-1.831146950771314,-1.831146950771314,0.0,0,1000,0.1,,,,,,
21000,37.587657,558.693976,reward_penalty,easy,2,train,28,-0.006704807896496856,-0.006704807896496856,0.0,0,1000,0.1,,,,,,
22000,38.905802,565.468297,reward_penalty,easy,2,train,20,1.499639273020793,-2.2003607269792074,37.0,0,1000,0.1,,,,,,
23000,40.71277,564.933253,reward_penalty,easy,2,train,5,-0.3439480093150622,-0.3439480093150622,0.0,0,1000,0.1,,,,,,
24000,42.029497,571.027409,reward_penalty,easy,2,train,7,2.206960088974749,2.206960088974749,0.0,0,1000,0.1,,,,,,
25000,43.832988,570.346566,reward_penalty,easy,2,train,3,0.06172255091292589,0.06172255091292589,0.0,0,1000,0.1,,,,,,
26000,45.162823,575.694695,reward_penalty,easy,2,train,6,0.37710792458606157,0.37710792458606157,0.0,0,1000,0.1,,,,,,
27000,46.983768,574.66648,reward_penalty,easy,2,train,4,-0.9658284110648361,-0.9658284110648361,0.0,0,1000,0.1,,,,,,
28000,48.301478,579.692347,reward_penalty,easy,2,train,10,-0.15790453584978437,-0.15790453584978437,0.0,0,1000,0.1,,,,,,
29000,50.067248,579.220917,reward_penalty,easy,2,train,11,1.8145047429149306,-27.48549525708506,293.0,0,1000,0.1,,,,,,
30000,51.371059,583.986354,reward_penalty,easy,2,train,19,2.2500649862445554,2.2500649862445554,0.0,1,1000,0.1,,,,,,
31000,53.180379,582.921709,reward_penalty,easy,2,train,7,0.924317520216174,0.924317520216174,0.0,0,1000,0.1,,,,,,
32000,54.550073,586.616954,reward_penalty,easy,2,train,6,-0.1579718789927158,-4.457971878992716,43.0,0,1000,0.1,,,,,,
33000,56.326437,585.870488,reward_penalty,easy,2,train,10,-0.005103132956967293,-0.005103132956967293,0.0,0,1000,0.1,,,,,,
34000,57.675841,589.501544,reward_penalty,easy,2,train,1,0.422973021682268,0.422973021682268,0.0,0,1000,0.1,,,,,,
35000,59.445723,588.772327,reward_penalty,easy,2,train,26,-0.28714659836419587,-27.98714659836417,277.0,0,1000,0.1,,,,,,
36000,60.767998,592.417021,reward_penalty,easy,2,train,28,1.9131874203501638,1.9131874203501638,0.0,1,1000,0.1,,,,,,
37000,62.553427,591.49433,reward_penalty,easy,2,train,31,1.1903526699136806,1.1903526699136806,0.0,0,1000,0.1,,,,,,
38000,63.868441,594.972977,reward_penalty,easy,2,train,3,-0.11883314864389194,-0.11883314864389194,0.0,0,1000,0.1,,,,,,
39000,65.670646,593.872601,reward_penalty,easy,2,train,5,1.1750397396844883,1.1750397396844883,0.0,0,1000,0.1,,,,,,
40000,67.04742,596.592626,reward_penalty,easy,2,train,24,-0.44225119306992666,-0.44225119306992666,0.0,0,1000,0.1,,,,,,
41000,68.791894,596.000414,reward_penalty,easy,2,train,4,0.6259107627446939,0.6259107627446939,0.0,0,1000,0.1,,,,,,
42000,70.137984,598.81956,reward_penalty,easy,2,train,14,2.255022287742654,2.255022287742654,0.0,1,1000,0.1,,,,,,
43000,71.466419,601.681146,reward_penalty,easy,2,train,6,0.22083729476629688,0.22083729476629688,0.0,0,1000,0.1,,,,,,
44000,73.257477,600.62124,reward_penalty,easy,2,train,31,3.090635905846229,3.090635905846229,0.0,1,1000,0.1,,,,,,
45000,74.571819,603.445075,reward_penalty,easy,2,train,19,-0.0012227737335626099,-14.001222773733552,140.0,0,1000,0.1,,,,,,
46000,76.363065,602.385413,reward_penalty,easy,2,train,25,-0.6639310716156279,-0.6639310716156279,0.0,0,1000,0.1,,,,,,
47000,77.701532,604.878641,reward_penalty,easy,2,train,31,1.8074574838774802,-1.6925425161225207,35.0,0,1000,0.1,,,,,,
48000,79.478144,603.939572,reward_penalty,easy,2,train,2,-0.25625437901711234,-8.456254379017118,82.0,0,1000,0.1,,,,,,
49000,80.803331,606.410596,reward_penalty,easy,2,train,16,0.14457602300380856,-18.15542397699618,183.0,0,1000,0.1,,,,,,
50000,82.623725,605.152986,reward_penalty,easy,2,train,20,3.301390059400341,3.301390059400341,0.0,1,1000,0.1,,,,,,
51000,84.087393,606.511813,reward_penalty,easy,2,train,14,3.0248348597030947,3.0248348597030947,0.0,2,1000,0.1,,,,,,
52000,85.996173,604.678035,reward_penalty,easy,2,train,12,1.9089243756412204,1.9089243756412204,0.0,0,1000,0.1,,,,,,
53000,87.401886,606.394196,reward_penalty,easy,2,train,18,0.6489718684158245,0.6489718684158245,0.0,0,1000,0.1,,,,,,
54000,89.32388,604.541552,reward_penalty,easy,2,train,4,2.172966776803652,2.172966776803652,0.0,1,1000,0.1,,,,,,
55000,90.752007,606.047174,reward_penalty,easy,2,train,26,0.8187229926358568,0.8187229926358568,0.0,0,1000,0.1,,,,,,
56000,92.53166,605.198234,reward_penalty,easy,2,train,31,4.916909976014044,4.916909976014044,0.0,2,1000,0.1,,,,,,
57000,93.846914,607.372105,reward_penalty,easy,2,train,15,-3.1255117185886037,-3.1255117185886037,0.0,0,1000,0.1,,,,,,
58000,95.696962,606.079812,reward_penalty,easy,2,train,17,0.4833122077794847,0.4833122077794847,0.0,0,1000,0.1,,,,,,
59000,97.055746,607.898016,reward_penalty,easy,2,train,7,1.267894042037908,1.267894042037908,0.0,0,1000,0.1,,,,,,
60000,98.818756,607.172159,reward_penalty,easy,2,train,31,4.301995550112737,4.301995550112737,0.0,1,1000,0.1,,,,,,
61000,100.144083,609.122335,reward_penalty,easy,2,train,14,1.4968081284097279,1.4968081284097279,0.0,1,1000,0.1,,,,,,
62000,102.090105,607.306605,reward_penalty,easy,2,train,8,-0.39309221188099075,-0.39309221188099075,0.0,0,1000,0.1,,,,,,
63000,103.57527,608.253251,reward_penalty,easy,2,train,18,-0.13606768055727714,-0.13606768055727714,0.0,0,1000,0.1,,,,,,
64000,105.440952,606.974755,reward_penalty,easy,2,train,13,-1.4486688464041082,-1.4486688464041082,0.0,0,1000,0.1,,,,,,
65000,106.773273,608.76655,reward_penalty,easy,2,train,26,0.07214755803006456,0.07214755803006456,0.0,0,1000,0.1,,,,,,
66000,108.533457,608.107386,reward_penalty,easy,2,train,15,1.7808151437216542,1.7808151437216542,0.0,0,1000,0.1,,,,,,
67000,109.837343,609.992884,reward_penalty,easy,2,train,9,0.685648926379349,0.685648926379349,0.0,0,1000,0.1,,,,,,
68000,111.60889,609.270433,reward_penalty,easy,2,train,13,-0.13665712832252952,-19.836657128322514,197.0,0,1000,0.1,,,,,,
69000,112.97419,610.758942,reward_penalty,easy,2,train,8,2.0687556517598864,2.0687556517598864,0.0,0,1000,0.1,,,,,,
70000,114.73516,610.100657,reward_penalty,easy,2,train,23,0.5676216951686313,0.5676216951686313,0.0,0,1000,0.1,,,,,,
71000,116.045798,611.827387,reward_penalty,easy,2,train,17,0.2787401355359427,0.2787401355359427,0.0,0,1000,0.1,,,,,,
72000,117.831021,611.044494,reward_penalty,easy,2,train,22,0.33632180264434686,0.33632180264434686,0.0,0,1000,0.1,,,,,,
73000,119.139863,612.72521,reward_penalty,easy,2,train,24,-1.1253265895519784,-8.525326589551973,74.0,0,1000,0.1,,,,,,
