timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.325511,754.423349,reward_penalty,easy,2,train,8,-0.8375804112267393,-0.8375804112267393,0.0,0,1000,10.0,,,,,,
2000,2.634352,759.198881,reward_penalty,easy,2,train,15,0.6924536143537052,0.6924536143537052,0.0,0,1000,10.0,,,,,,
3000,4.484008,669.043369,reward_penalty,easy,2,train,13,0.24380320677995249,0.24380320677995249,0.0,0,1000,10.0,,,,,,
4000,5.816386,687.711735,reward_penalty,easy,2,train,8,-0.718121097523658,-0.718121097523658,0.0,0,1000,10.0,,,,,,
5000,7.607675,657.230584,reward_penalty,easy,2,train,22,0.559255596421667,0.559255596421667,0.0,0,1000,10.0,,,,,,
6000,8.979182,668.212111,reward_penalty,easy,2,train,11,1.7943650294269968,1.7943650294269968,0.0,0,1000,10.0,,,,,,
7000,10.755444,650.83295,reward_penalty,easy,2,train,18,-3.3507774874983096,-3.3507774874983096,0.0,0,1000,10.0,,,,,,
8000,12.078236,662.348143,reward_penalty,easy,2,train,11,0.17803817851018966,0.17803817851018966,0.0,0,1000,10.0,,,,,,
9000,13.850741,649.784488,reward_penalty,easy,2,train,8,-2.080143056870502,-962.0801430568695,96.0,0,1000,10.0,,,,,,
10000,15.187857,658.420524,reward_penalty,easy,2,train,7,-5.468068907275962,-5.468068907275962,0.0,0,1000,10.0,,,,,,
11000,16.971299,648.152947,reward_penalty,easy,2,train,2,-3.1896468583296325,-813.1896468583288,81.0,0,1000,10.0,,,,,,
12000,18.304426,655.578918,reward_penalty,easy,2,train,17,-1.1316421154554819,-1.1316421154554819,0.0,0,1000,10.0,,,,,,
13000,20.087446,647.170227,reward_penalty,easy,2,train,31,0.5640603559242994,0.5640603559242994,0.0,0,1000,10.0,,,,,,
14000,21.423505,653.487622,reward_penalty,easy,2,train,11,-1.4820293781099827,-1.4820293781099827,0.0,0,1000,10.0,,,,,,
15000,23.251581,645.117276,reward_penalty,easy,2,train,21,-5.574808733491538,-165.57480873349118,16.0,0,1000,10.0,,,,,,
16000,24.563336,651.377207,reward_penalty,easy,2,train,15,-2.3800794905219393,-2.3800794905219393,0.0,0,1000,10.0,,,,,,
17000,26.311029,646.116689,reward_penalty,easy,2,train,31,-2.147004148384163,-2.147004148384163,0.0,0,1000,10.0,,,,,,
18000,27.656516,650.841089,reward_penalty,easy,2,train,31,-0.23626471055059994,-0.23626471055059994,0.0,0,1000,10.0,,,,,,
19000,29.426294,645.680938,reward_penalty,easy,2,train,26,1.7433586280909512,1.7433586280909512,0.0,0,1000,10.0,,,,,,
20000,30.75214,650.361165,reward_penalty,easy,2,train,20,-0.03598129081185775,-690.0359812908107,69.0,0,1000,10.0,,,,,,
21000,32.529449,645.568728,reward_penalty,easy,2,train,28,-1.8523925472129092,-1.8523925472129092,0.0,0,1000,10.0,,,,,,
22000,33.852467,649.878706,reward_penalty,easy,2,train,20,0.9378014325432742,0.9378014325432742,0.0,0,1000,10.0,,,,,,
23000,35.612648,645.837879,reward_penalty,easy,2,train,5,-1.4769932377393298,-1.4769932377393298,0.0,0,1000,10.0,,,,,,
24000,36.936138,649.77009,reward_penalty,easy,2,train,7,-1.0171621948379124,-1.0171621948379124,0.0,0,1000,10.0,,,,,,
25000,38.687992,646.195187,reward_penalty,easy,2,train,3,0.06684092644090667,0.06684092644090667,0.0,1,1000,10.0,,,,,,
26000,40.028717,649.533566,reward_penalty,easy,2,train,6,-0.10318392130369447,-0.10318392130369447,0.0,0,1000,10.0,,,,,,
27000,41.775294,646.314957,reward_penalty,easy,2,train,4,-0.7376449065045836,-0.7376449065045836,0.0,0,1000,10.0,,,,,,
28000,43.105285,649.572265,reward_penalty,easy,2,train,10,-0.015336253907869857,-0.015336253907869857,0.0,0,1000,10.0,,,,,,
29000,44.855355,646.522524,reward_penalty,easy,2,train,11,-0.4379801463980195,-0.4379801463980195,0.0,0,1000,10.0,,,,,,
30000,46.199557,649.356827,reward_penalty,easy,2,train,19,0.3856690750996541,0.3856690750996541,0.0,0,1000,10.0,,,,,,
31000,47.953101,646.46492,reward_penalty,easy,2,train,7,-0.5746161888608259,-0.5746161888608259,0.0,0,1000,10.0,,,,,,
32000,49.302192,649.05832,reward_penalty,easy,2,train,6,0.22326092621748028,-299.77673907378255,30.0,0,1000,10.0,,,,,,
33000,51.070397,646.166848,reward_penalty,easy,2,train,10,0.3083524971027609,0.3083524971027609,0.0,0,1000,10.0,,,,,,
34000,52.422937,648.571012,reward_penalty,easy,2,train,1,0.8381603821844544,0.8381603821844544,0.0,0,1000,10.0,,,,,,
35000,54.183835,645.949062,reward_penalty,easy,2,train,26,1.6070904794480447,1.6070904794480447,0.0,0,1000,10.0,,,,,,
36000,55.511303,648.516516,reward_penalty,easy,2,train,28,-1.8325486967245856,-1.8325486967245856,0.0,0,1000,10.0,,,,,,
37000,57.303854,645.680781,reward_penalty,easy,2,train,31,-1.2408844439699256,-1.2408844439699256,0.0,0,1000,10.0,,,,,,
38000,58.64622,647.953057,reward_penalty,easy,2,train,3,-1.8179516980178336,-1.8179516980178336,0.0,0,1000,10.0,,,,,,
39000,60.429289,645.382368,reward_penalty,easy,2,train,5,0.8890377302980053,0.8890377302980053,0.0,0,1000,10.0,,,,,,
40000,61.770412,647.559151,reward_penalty,easy,2,train,24,-2.7479117097384864,-2.7479117097384864,0.0,0,1000,10.0,,,,,,
41000,63.57692,644.888078,reward_penalty,easy,2,train,4,-0.3478538764627144,-0.3478538764627144,0.0,0,1000,10.0,,,,,,
