timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.30229,767.875911,lagrangian,easy,1,train,5,1.1176528651792057,1.1176528651792057,0.0,0,1000,,10.0,0.0,0.0,0.0,,
2000,2.60802,766.863533,lagrangian,easy,1,train,11,-1.0535950424099867,-1.0535950424099867,0.0,0,1000,,10.0,0.0,0.0,0.0,,
3000,4.334559,692.111253,lagrangian,easy,1,train,12,-0.4456149763009307,-0.4456149763009307,0.0,0,1000,,10.0,0.0,0.0,0.0,,
4000,5.639153,709.325885,lagrangian,easy,1,train,8,-1.4215913550624069,-1.4215913550624069,0.0,0,1000,,10.0,0.0,0.0,0.0,,
5000,7.33474,681.687065,lagrangian,easy,1,train,31,0.4078071477236562,0.4078071477236562,112.0,0,1000,,10.0,0.0,0.0,5.1000000000000005,,
6000,8.646033,693.959616,lagrangian,easy,1,train,9,1.9437584678467248,1.9437584678467248,0.0,0,1000,,10.0,5.1000000000000005,5.1000000000000005,4.6000000000000005,,
7000,10.340958,676.919597,lagrangian,easy,1,train,11,-1.208426858242038,-1.208426858242038,0.0,0,1000,,10.0,4.6000000000000005,4.6000000000000005,4.1000000000000005,,
8000,11.644536,687.01729,lagrangian,easy,1,train,5,1.344564910863593,-43.75543508913641,11.0,0,1000,,10.0,4.1000000000000005,4.1000000000000005,4.15,,
9000,13.336625,674.833175,lagrangian,easy,1,train,15,-3.3653882285380052,-3.3653882285380052,0.0,0,1000,,10.0,4.15,4.15,3.6500000000000004,,
10000,14.629305,683.559322,lagrangian,easy,1,train,0,-2.6860227498107454,-2.6860227498107454,0.0,0,1000,,10.0,3.6500000000000004,3.6500000000000004,3.1500000000000004,,
11000,16.317298,674.131047,lagrangian,easy,1,train,16,-0.7200006564685317,-303.1200006564685,96.0,0,1000,,10.0,3.1500000000000004,3.1500000000000004,7.45,,
12000,17.625711,680.823451,lagrangian,easy,1,train,1,-1.578762424244434,-1417.0787624242435,190.0,0,1000,,10.0,7.45,7.45,16.45,,
13000,19.318694,672.923165,lagrangian,easy,1,train,12,-1.7200676892630486,-1.7200676892630486,0.0,0,1000,,10.0,16.45,16.45,15.95,,
