timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.3608,734.859686,reward_penalty,medium,2,train,8,0.9188293339662638,0.9188293339662638,0.0,0,1000,3.0,,,,,,
2000,2.738879,730.223894,reward_penalty,medium,2,train,15,-0.3013941223554717,-3.3013941223554744,1.0,0,1000,3.0,,,,,,
3000,4.796279,625.484289,reward_penalty,medium,2,train,13,-0.8222440516130067,-483.8222440516125,161.0,0,1000,3.0,,,,,,
4000,6.172352,648.050774,reward_penalty,medium,2,train,8,-0.14294578606087516,-0.14294578606087516,0.0,0,1000,3.0,,,,,,
5000,7.940214,629.705719,reward_penalty,medium,2,train,22,0.333780511899439,-1217.6662194881005,406.0,0,1000,3.0,,,,,,
6000,9.312276,644.310515,reward_penalty,medium,2,train,11,-0.17328452274288164,-0.17328452274288164,0.0,0,1000,3.0,,,,,,
7000,11.083262,631.582794,reward_penalty,medium,2,train,18,-0.2489946436756587,-1134.2489946436747,378.0,0,1000,3.0,,,,,,
8000,12.472229,641.424893,reward_penalty,medium,2,train,11,-1.4566556022101147,-1.4566556022101147,0.0,0,1000,3.0,,,,,,
9000,14.231692,632.391282,reward_penalty,medium,2,train,8,-0.20404999844239535,-0.20404999844239535,0.0,0,1000,3.0,,,,,,
10000,15.596755,641.158897,reward_penalty,medium,2,train,7,-0.766970074130048,-0.766970074130048,0.0,0,1000,3.0,,,,,,
11000,17.355669,633.798522,reward_penalty,medium,2,train,2,-1.113016158727607,-1.113016158727607,0.0,0,1000,3.0,,,,,,
12000,18.727076,640.783316,reward_penalty,medium,2,train,17,1.215760336340144,-19.784239663659857,7.0,0,1000,3.0,,,,,,
13000,20.497512,634.223189,reward_penalty,medium,2,train,31,0.48779830987980033,0.48779830987980033,0.0,0,1000,3.0,,,,,,
14000,21.878318,639.902842,reward_penalty,medium,2,train,11,-2.550194050077866,-167.55019405007772,55.0,0,1000,3.0,,,,,,
15000,23.70077,632.890702,reward_penalty,medium,2,train,21,-2.469336618722696,-2.469336618722696,0.0,0,1000,3.0,,,,,,
16000,25.079535,637.970268,reward_penalty,medium,2,train,15,-1.6739526837487366,-1.6739526837487366,0.0,0,1000,3.0,,,,,,
17000,26.828328,633.658483,reward_penalty,medium,2,train,31,-0.7714396767986098,-0.7714396767986098,0.0,1,1000,3.0,,,,,,
18000,28.221017,637.822417,reward_penalty,medium,2,train,31,-0.08350281343692256,-0.08350281343692256,0.0,0,1000,3.0,,,,,,
19000,29.986299,633.622622,reward_penalty,medium,2,train,26,-0.15744586259795623,-126.15744586259798,42.0,1,1000,3.0,,,,,,
20000,31.360595,637.742936,reward_penalty,medium,2,train,20,-0.14650388898072286,-141.14650388898085,47.0,0,1000,3.0,,,,,,
21000,33.123175,633.997066,reward_penalty,medium,2,train,28,-0.5564254456275002,-0.5564254456275002,0.0,0,1000,3.0,,,,,,
22000,34.494925,637.774922,reward_penalty,medium,2,train,20,-0.7500147758864233,-0.7500147758864233,0.0,0,1000,3.0,,,,,,
23000,36.377929,632.251415,reward_penalty,medium,2,train,5,2.276060317851722,2.276060317851722,0.0,1,1000,3.0,,,,,,
24000,37.794046,635.020587,reward_penalty,medium,2,train,7,0.04303982781255611,0.04303982781255611,0.0,0,1000,3.0,,,,,,
25000,39.635968,630.740164,reward_penalty,medium,2,train,3,-0.25002238474444294,-0.25002238474444294,0.0,0,1000,3.0,,,,,,
26000,41.022925,633.791883,reward_penalty,medium,2,train,6,-0.395671072566643,-0.395671072566643,0.0,0,1000,3.0,,,,,,
27000,42.814665,630.624982,reward_penalty,medium,2,train,4,0.003952660003611275,0.003952660003611275,0.0,0,1000,3.0,,,,,,
28000,44.181205,633.753574,reward_penalty,medium,2,train,10,0.21574917198765597,0.21574917198765597,0.0,0,1000,3.0,,,,,,
29000,45.954137,631.063922,reward_penalty,medium,2,train,11,-2.9629499376125685,-2.9629499376125685,0.0,0,1000,3.0,,,,,,
30000,47.314289,634.057887,reward_penalty,medium,2,train,19,2.354174418249894,-306.6458255817499,103.0,1,1000,3.0,,,,,,
31000,49.139211,630.860695,reward_penalty,medium,2,train,7,0.757177318146173,0.757177318146173,0.0,0,1000,3.0,,,,,,
32000,51.322019,623.513939,reward_penalty,medium,2,train,6,-1.827613650209632,-1.827613650209632,0.0,0,1000,3.0,,,,,,
33000,53.251409,619.701838,reward_penalty,medium,2,train,10,1.2808380846432066,1.2808380846432066,0.0,1,1000,3.0,,,,,,
34000,54.651632,622.122267,reward_penalty,medium,2,train,1,-0.4284164753436466,-57.42841647534365,19.0,0,1000,3.0,,,,,,
35000,56.486375,619.618397,reward_penalty,medium,2,train,26,0.6421891861118142,-86.35781081388821,29.0,0,1000,3.0,,,,,,
36000,57.852316,622.274097,reward_penalty,medium,2,train,28,-0.8492976554827643,-0.8492976554827643,0.0,0,1000,3.0,,,,,,
37000,59.674728,620.027915,reward_penalty,medium,2,train,31,1.5163371272392543,1.5163371272392543,0.0,1,1000,3.0,,,,,,
38000,61.083915,622.09499,reward_penalty,medium,2,train,3,-2.546467402910747,-2.546467402910747,0.0,0,1000,3.0,,,,,,
39000,62.885119,620.178474,reward_penalty,medium,2,train,5,-1.7833370934219095,-1.7833370934219095,0.0,0,1000,3.0,,,,,,
40000,64.303996,622.045281,reward_penalty,medium,2,train,24,-2.464333214738648,-2.464333214738648,0.0,0,1000,3.0,,,,,,
41000,66.113232,620.148135,reward_penalty,medium,2,train,4,-0.6330221288586639,-0.6330221288586639,0.0,0,1000,3.0,,,,,,
