timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.40217,713.178759,lagrangian,hard,0,train,12,0.14791057854030187,0.14791057854030187,0.0,0,1000,,5.0,0.0,0.0,0.0,,
2000,2.803577,713.373393,lagrangian,hard,0,train,15,1.3004076751355536,1.3004076751355536,407.0,0,1000,,5.0,0.0,0.0,20.1,,
3000,4.614091,650.181871,lagrangian,hard,0,train,21,-0.012264407117895892,-0.012264407117895892,0.0,0,1000,,5.0,20.1,20.1,19.85,,
4000,6.026523,663.732292,lagrangian,hard,0,train,0,-0.4876325750724888,-0.4876325750724888,0.0,0,1000,,5.0,19.85,19.85,19.6,,
5000,7.82232,639.196229,lagrangian,hard,0,train,3,-0.4195676724137706,-5057.219567672413,258.0,0,1000,,5.0,19.6,19.6,32.25,,
6000,9.252748,648.455765,lagrangian,hard,0,train,27,-0.7572494322460384,-0.7572494322460384,0.0,0,1000,,5.0,32.25,32.25,32.0,,
7000,11.040228,634.044654,lagrangian,hard,0,train,3,-0.4807614158397241,-0.4807614158397241,0.0,0,1000,,5.0,32.0,32.0,31.75,,
8000,12.446152,642.768782,lagrangian,hard,0,train,7,-0.8050858166050925,-0.8050858166050925,0.0,0,1000,,5.0,31.75,31.75,31.5,,
9000,14.249115,631.618013,lagrangian,hard,0,train,9,0.4771194250682673,0.4771194250682673,0.0,0,1000,,5.0,31.5,31.5,31.25,,
10000,15.81235,632.41692,lagrangian,hard,0,train,19,2.445032684450021,-3560.054967315549,114.0,0,1000,,5.0,31.25,31.25,36.7,,
11000,17.639306,623.607137,lagrangian,hard,0,train,21,1.5903521110479684,-4475.809647888954,122.0,0,1000,,5.0,36.7,36.7,42.550000000000004,,
12000,19.043384,630.139981,lagrangian,hard,0,train,18,-0.8359630398121698,-8978.885963039822,211.0,0,1000,,5.0,42.550000000000004,42.550000000000004,52.85000000000001,,
13000,20.872623,622.825285,lagrangian,hard,0,train,4,-1.318752334599507,-13266.668752334597,251.0,0,1000,,5.0,52.85000000000001,52.85000000000001,65.15,,
14000,22.309028,627.548533,lagrangian,hard,0,train,23,-1.1185939390789006,-1.1185939390789006,0.0,0,1000,,5.0,65.15,65.15,64.9,,
15000,24.23834,618.854138,lagrangian,hard,0,train,6,-0.45988449432084666,-0.45988449432084666,0.0,0,1000,,5.0,64.9,64.9,64.65,,
16000,25.717295,622.149298,lagrangian,hard,0,train,24,-0.28801827493188803,-0.28801827493188803,0.0,0,1000,,5.0,64.65,64.65,64.4,,
