timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.477069,677.014533,reward_penalty,hard,0,train,12,0.14791057854030187,0.14791057854030187,0.0,0,1000,0.0,,,,,,
2000,2.949394,678.103695,reward_penalty,hard,0,train,15,1.3004076751355536,1.3004076751355536,407.0,0,1000,0.0,,,,,,
3000,4.802014,624.737296,reward_penalty,hard,0,train,21,-0.012264407117895892,-0.012264407117895892,0.0,0,1000,0.0,,,,,,
4000,6.314703,633.441837,reward_penalty,hard,0,train,0,-0.4876325750724888,-0.4876325750724888,0.0,0,1000,0.0,,,,,,
5000,8.158662,612.845346,reward_penalty,hard,0,train,3,-0.4195676724137706,-0.4195676724137706,258.0,0,1000,0.0,,,,,,
6000,9.643677,622.168891,reward_penalty,hard,0,train,27,-0.7572494322460384,-0.7572494322460384,0.0,0,1000,0.0,,,,,,
7000,11.487856,609.338937,reward_penalty,hard,0,train,3,-1.0760997447069391,-1.0760997447069391,0.0,0,1000,0.0,,,,,,
8000,13.040319,613.481552,reward_penalty,hard,0,train,7,0.36984309152928985,0.36984309152928985,242.0,0,1000,0.0,,,,,,
9000,14.887745,604.523892,reward_penalty,hard,0,train,9,0.8687778014918561,0.8687778014918561,0.0,0,1000,0.0,,,,,,
10000,16.336092,612.141376,reward_penalty,hard,0,train,19,1.172626422882878,1.172626422882878,265.0,0,1000,0.0,,,,,,
11000,18.232347,603.323178,reward_penalty,hard,0,train,21,3.8037976805109306,3.8037976805109306,57.0,1,1000,0.0,,,,,,
12000,19.705455,608.968316,reward_penalty,hard,0,train,18,0.46297853814293344,0.46297853814293344,197.0,0,1000,0.0,,,,,,
13000,21.543929,603.418154,reward_penalty,hard,0,train,4,0.7004796280451606,0.7004796280451606,0.0,0,1000,0.0,,,,,,
14000,22.996331,608.792681,reward_penalty,hard,0,train,23,0.45604621157459635,0.45604621157459635,341.0,0,1000,0.0,,,,,,
15000,24.898521,602.445338,reward_penalty,hard,0,train,6,0.10336183040855762,0.10336183040855762,0.0,0,1000,0.0,,,,,,
16000,26.365292,606.858314,reward_penalty,hard,0,train,24,1.5861902770415277,1.5861902770415277,0.0,0,1000,0.0,,,,,,
17000,28.200983,602.815792,reward_penalty,hard,0,train,24,1.3891178577342074,1.3891178577342074,0.0,0,1000,0.0,,,,,,
18000,29.654314,606.994233,reward_penalty,hard,0,train,12,-1.2169458148158072,-1.2169458148158072,0.0,0,1000,0.0,,,,,,
19000,31.497532,603.221806,reward_penalty,hard,0,train,26,-0.07272881160946643,-0.07272881160946643,242.0,0,1000,0.0,,,,,,
20000,32.96365,606.728857,reward_penalty,hard,0,train,1,-1.381939872975402,-1.381939872975402,0.0,0,1000,0.0,,,,,,
21000,34.795967,603.51816,reward_penalty,hard,0,train,6,2.8188179249841188,2.8188179249841188,0.0,1,1000,0.0,,,,,,
22000,36.245226,606.976423,reward_penalty,hard,0,train,7,0.8276238675056203,0.8276238675056203,125.0,0,1000,0.0,,,,,,
23000,38.081176,603.972892,reward_penalty,hard,0,train,23,1.9677707981533612,1.9677707981533612,370.0,1,1000,0.0,,,,,,
24000,39.571854,606.491616,reward_penalty,hard,0,train,14,1.2977043275515234,1.2977043275515234,54.0,0,1000,0.0,,,,,,
25000,41.447023,603.179566,reward_penalty,hard,0,train,24,3.3613645776408463,3.3613645776408463,0.0,1,1000,0.0,,,,,,
26000,42.919886,605.779734,reward_penalty,hard,0,train,17,3.7166495505665615,3.7166495505665615,78.0,1,1000,0.0,,,,,,
27000,44.805042,602.610656,reward_penalty,hard,0,train,5,4.422202360922428,4.422202360922428,30.0,1,1000,0.0,,,,,,
28000,46.294775,604.819817,reward_penalty,hard,0,train,25,1.7107699461599248,1.7107699461599248,312.0,0,1000,0.0,,,,,,
