timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.254836,796.914136,lagrangian,easy,1,train,5,1.1176528651792057,1.1176528651792057,0.0,0,1000,,5.0,0.0,0.0,0.0,,
2000,2.504603,798.528312,lagrangian,easy,1,train,11,-1.0535950424099867,-1.0535950424099867,0.0,0,1000,,5.0,0.0,0.0,0.0,,
3000,4.188344,716.272439,lagrangian,easy,1,train,12,-0.4456149763009307,-0.4456149763009307,0.0,0,1000,,5.0,0.0,0.0,0.0,,
4000,5.42889,736.798386,lagrangian,easy,1,train,8,-1.4215913550624069,-1.4215913550624069,0.0,0,1000,,5.0,0.0,0.0,0.0,,
5000,7.112715,702.965929,lagrangian,easy,1,train,31,0.4078071477236562,0.4078071477236562,112.0,0,1000,,5.0,0.0,0.0,5.3500000000000005,,
6000,8.369367,716.899635,lagrangian,easy,1,train,9,1.9437584678467248,1.9437584678467248,0.0,0,1000,,5.0,5.3500000000000005,5.3500000000000005,5.1000000000000005,,
7000,10.025015,698.252988,lagrangian,easy,1,train,11,-1.208426858242038,-1.208426858242038,0.0,0,1000,,5.0,5.1000000000000005,5.1000000000000005,4.8500000000000005,,
8000,11.2692,709.89925,lagrangian,easy,1,train,5,1.344564910863593,-52.00543508913641,11.0,0,1000,,5.0,4.8500000000000005,4.8500000000000005,5.15,,
9000,12.910771,697.092128,lagrangian,easy,1,train,15,-3.3094767480161935,-3.3094767480161935,0.0,0,1000,,5.0,5.15,5.15,4.9,,
10000,14.151539,706.636688,lagrangian,easy,1,train,0,-2.9077373670743825,-2.9077373670743825,0.0,0,1000,,5.0,4.9,4.9,4.65,,
11000,15.845286,694.212578,lagrangian,easy,1,train,16,-0.6550076416507413,-400.5550076416511,86.0,0,1000,,5.0,4.65,4.65,8.7,,
12000,17.117804,701.024313,lagrangian,easy,1,train,1,-1.368905094123896,-1523.868905094122,175.0,0,1000,,5.0,8.7,8.7,17.2,,
13000,18.841665,689.959816,lagrangian,easy,1,train,12,-1.6918532955562053,-1.6918532955562053,0.0,0,1000,,5.0,17.2,17.2,16.95,,
14000,20.103237,696.4051,lagrangian,easy,1,train,7,-5.080939153144952,-5.080939153144952,0.0,0,1000,,5.0,16.95,16.95,16.7,,
15000,21.789869,688.393176,lagrangian,easy,1,train,13,1.0691533732735556,-1234.730846626726,74.0,0,1000,,5.0,16.7,16.7,20.15,,
16000,23.037682,694.514201,lagrangian,easy,1,train,28,-6.440935281045112,-6.440935281045112,0.0,0,1000,,5.0,20.15,20.15,19.9,,
17000,24.677008,688.900233,lagrangian,easy,1,train,6,-5.511987757386375,-5.511987757386375,0.0,0,1000,,5.0,19.9,19.9,19.65,,
18000,25.925493,694.297175,lagrangian,easy,1,train,25,-4.404498134635712,-4.404498134635712,0.0,0,1000,,5.0,19.65,19.65,19.4,,
19000,27.566759,689.235793,lagrangian,easy,1,train,18,-4.648289816753214,-4.648289816753214,0.0,0,1000,,5.0,19.4,19.4,19.15,,
20000,28.822844,693.893942,lagrangian,easy,1,train,20,-2.501267707031657,-2.501267707031657,0.0,0,1000,,5.0,19.15,19.15,18.9,,
21000,30.469434,689.215178,lagrangian,easy,1,train,30,-2.3413917279853256,-2.3413917279853256,0.0,0,1000,,5.0,18.9,18.9,18.65,,
22000,31.73395,693.263577,lagrangian,easy,1,train,5,1.123661925748872,1.123661925748872,0.0,0,1000,,5.0,18.65,18.65,18.4,,
23000,33.41319,688.350805,lagrangian,easy,1,train,18,-0.686183469407255,-0.686183469407255,0.0,0,1000,,5.0,18.4,18.4,18.15,,
24000,34.676097,692.11932,lagrangian,easy,1,train,20,-1.4388979895506164,-1.4388979895506164,0.0,0,1000,,5.0,18.15,18.15,17.9,,
25000,36.322866,688.271591,lagrangian,easy,1,train,11,2.4671136651353134,2.4671136651353134,0.0,0,1000,,5.0,17.9,17.9,17.65,,
26000,37.599807,691.492828,lagrangian,easy,1,train,28,-6.690108368555357,-6.690108368555357,0.0,0,1000,,5.0,17.65,17.65,17.4,,
27000,39.23729,688.120843,lagrangian,easy,1,train,10,-3.2616409306202967,-3.2616409306202967,0.0,0,1000,,5.0,17.4,17.4,17.15,,
28000,40.487385,691.573362,lagrangian,easy,1,train,28,-7.888553071115725,-7.888553071115725,0.0,0,1000,,5.0,17.15,17.15,16.9,,
29000,42.177156,687.575926,lagrangian,easy,1,train,29,-5.578248875069302,-5.578248875069302,0.0,0,1000,,5.0,16.9,16.9,16.65,,
30000,43.431164,690.748173,lagrangian,easy,1,train,14,-4.829554138115757,-4.829554138115757,0.0,0,1000,,5.0,16.65,16.65,16.4,,
31000,45.093153,687.465672,lagrangian,easy,1,train,18,-6.980497431407835,-6.980497431407835,0.0,0,1000,,5.0,16.4,16.4,16.15,,
32000,46.331112,690.680527,lagrangian,easy,1,train,4,-5.507672951834209,-5.507672951834209,0.0,0,1000,,5.0,16.15,16.15,15.899999999999999,,
33000,48.026214,687.124677,lagrangian,easy,1,train,23,-6.321122198934292,-6.321122198934292,0.0,0,1000,,5.0,15.899999999999999,15.899999999999999,15.649999999999999,,
34000,49.277797,689.96584,lagrangian,easy,1,train,23,-7.956875423698968,-7.956875423698968,0.0,0,1000,,5.0,15.649999999999999,15.649999999999999,15.399999999999999,,
35000,50.947569,686.980707,lagrangian,easy,1,train,9,-1.3860665277836537,-1.3860665277836537,0.0,0,1000,,5.0,15.399999999999999,15.399999999999999,15.149999999999999,,
36000,52.192579,689.753176,lagrangian,easy,1,train,17,-6.197880562168943,-1263.6478805621693,83.0,0,1000,,5.0,15.149999999999999,15.149999999999999,19.049999999999997,,
37000,53.935595,686.003292,lagrangian,easy,1,train,23,-5.819731749086582,-5.819731749086582,0.0,0,1000,,5.0,19.049999999999997,19.049999999999997,18.799999999999997,,
38000,55.192276,688.502075,lagrangian,easy,1,train,30,-5.207633632625043,-5.207633632625043,0.0,0,1000,,5.0,18.799999999999997,18.799999999999997,18.549999999999997,,
39000,56.868361,685.794269,lagrangian,easy,1,train,0,-5.980940103671072,-5.980940103671072,0.0,0,1000,,5.0,18.549999999999997,18.549999999999997,18.299999999999997,,
40000,58.119476,688.237393,lagrangian,easy,1,train,22,-5.399085569806136,-5.399085569806136,0.0,0,1000,,5.0,18.299999999999997,18.299999999999997,18.049999999999997,,
41000,59.797936,685.641967,lagrangian,easy,1,train,13,-2.834549858440236,-562.3845498584403,31.0,0,1000,,5.0,18.049999999999997,18.049999999999997,19.349999999999998,,
