variant,split,run_seed,target_budget,matched_penalty_coeff,matched_mean_episode_cost,matched_mean_episode_return,matched_checkpoint_name,cost_gap,summary_path
medium,train,0,0.0,1.0,15.375,-0.5311120611956608,final_model.zip,15.375,results/reward_penalty/medium/seed0_lambda1p0/evaluations/final_model/train/eval_summary.csv
medium,train,0,5.0,1.0,15.375,-0.5311120611956608,final_model.zip,10.375,results/reward_penalty/medium/seed0_lambda1p0/evaluations/final_model/train/eval_summary.csv
medium,train,0,10.0,1.0,15.375,-0.5311120611956608,final_model.zip,5.375,results/reward_penalty/medium/seed0_lambda1p0/evaluations/final_model/train/eval_summary.csv
medium,train,0,20.0,1.0,15.375,-0.5311120611956608,final_model.zip,4.625,results/reward_penalty/medium/seed0_lambda1p0/evaluations/final_model/train/eval_summary.csv
medium,train,0,35.0,1.0,15.375,-0.5311120611956608,final_model.zip,19.625,results/reward_penalty/medium/seed0_lambda1p0/evaluations/final_model/train/eval_summary.csv
