timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.471714,679.47769,reward_penalty,medium,2,train,8,0.9188293339662638,0.9188293339662638,0.0,0,1000,0.3,,,,,,
2000,2.884169,693.439819,reward_penalty,medium,2,train,15,-0.3013941223554717,-0.6013941223554717,1.0,0,1000,0.3,,,,,,
3000,4.773899,628.41625,reward_penalty,medium,2,train,13,-0.40859447326564835,-9.708594473265649,31.0,0,1000,0.3,,,,,,
4000,6.238881,641.140144,reward_penalty,medium,2,train,8,-0.18440185784576846,-0.18440185784576846,0.0,0,1000,0.3,,,,,,
5000,8.176756,611.489122,reward_penalty,medium,2,train,22,0.5201506652323236,-43.8798493347677,148.0,0,1000,0.3,,,,,,
6000,9.640251,622.390052,reward_penalty,medium,2,train,11,-2.182551287624223,-2.182551287624223,0.0,0,1000,0.3,,,,,,
7000,11.500522,608.667803,reward_penalty,medium,2,train,18,-0.8219824223169836,-32.021982422316995,104.0,0,1000,0.3,,,,,,
8000,12.896695,620.313766,reward_penalty,medium,2,train,11,-3.9854280132040656,-3.9854280132040656,0.0,0,1000,0.3,,,,,,
9000,14.858194,605.726138,reward_penalty,medium,2,train,8,-1.0401481899883,-27.14014818998827,87.0,0,1000,0.3,,,,,,
10000,16.402664,609.656808,reward_penalty,medium,2,train,7,-3.652473993380863,-3.652473993380863,0.0,0,1000,0.3,,,,,,
11000,18.419418,597.19571,reward_penalty,medium,2,train,2,-4.6474768741732655,-4.6474768741732655,0.0,0,1000,0.3,,,,,,
12000,19.972716,600.81951,reward_penalty,medium,2,train,17,-1.638616782295066,-1.638616782295066,0.0,0,1000,0.3,,,,,,
13000,21.858202,594.74232,reward_penalty,medium,2,train,31,-1.4297098614752366,-2.0297098614752365,2.0,0,1000,0.3,,,,,,
14000,23.374553,598.941827,reward_penalty,medium,2,train,11,3.864170857515811,-20.135829142484226,80.0,1,1000,0.3,,,,,,
15000,26.715685,561.467802,reward_penalty,medium,2,train,21,1.638032424257504,-25.66196757574249,91.0,0,1000,0.3,,,,,,
16000,28.381123,563.754918,reward_penalty,medium,2,train,15,1.7714852845342566,1.7714852845342566,0.0,1,1000,0.3,,,,,,
17000,30.459253,558.122542,reward_penalty,medium,2,train,31,-1.7751138926909533,-1.7751138926909533,0.0,0,1000,0.3,,,,,,
