timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.439076,694.887536,reward_penalty,hard,1,train,5,1.0983268637798194,1.0983268637798194,0.0,0,1000,30.0,,,,,,
2000,2.874011,695.89032,reward_penalty,hard,1,train,11,-0.881092083292931,-0.881092083292931,0.0,0,1000,30.0,,,,,,
3000,4.728775,634.412881,reward_penalty,hard,1,train,12,0.1860296723886643,0.1860296723886643,0.0,0,1000,30.0,,,,,,
4000,6.15238,650.154261,reward_penalty,hard,1,train,8,-0.23291165968071126,-0.23291165968071126,0.0,0,1000,30.0,,,,,,
5000,8.01507,623.824409,reward_penalty,hard,1,train,31,-0.045677578566219346,-0.045677578566219346,0.0,0,1000,30.0,,,,,,
6000,9.459285,634.297041,reward_penalty,hard,1,train,9,0.19770786408438212,0.19770786408438212,0.0,0,1000,30.0,,,,,,
7000,11.318401,618.461477,reward_penalty,hard,1,train,11,-0.4385301614800383,-0.4385301614800383,0.0,0,1000,30.0,,,,,,
8000,12.758104,627.052058,reward_penalty,hard,1,train,5,0.9217913240161519,0.9217913240161519,0.0,0,1000,30.0,,,,,,
9000,14.611438,615.955353,reward_penalty,hard,1,train,15,-0.7535741028892207,-1110.753574102888,37.0,0,1000,30.0,,,,,,
10000,16.054795,622.866648,reward_penalty,hard,1,train,0,-0.6366026486422358,-2550.636602648642,85.0,0,1000,30.0,,,,,,
11000,17.903143,614.417086,reward_penalty,hard,1,train,16,1.8084815923277906,-10738.19151840768,358.0,0,1000,30.0,,,,,,
12000,19.411144,618.201361,reward_penalty,hard,1,train,1,-1.0485510951244421,-6571.048551095128,219.0,0,1000,30.0,,,,,,
13000,21.323503,609.655742,reward_penalty,hard,1,train,12,0.090103916434916,0.090103916434916,0.0,0,1000,30.0,,,,,,
