timesteps,elapsed_seconds,steps_per_second,baseline,variant,run_seed,split,layout_seed,episode_return,episode_penalized_return,episode_cost,goals_achieved,episode_length,penalty_coeff,budget,lagrangian_lambda,lagrangian_lambda_before_update,lagrangian_lambda_after_update,episode_shield_interventions,shield_intervention_rate
1000,1.405469,711.504452,lagrangian,hard,2,train,8,0.8736529529108756,0.8736529529108756,0.0,0,1000,,35.0,0.0,0.0,0.0,,
2000,2.843201,703.431566,lagrangian,hard,2,train,15,0.6126076709059114,0.6126076709059114,168.0,0,1000,,35.0,0.0,0.0,6.65,,
3000,4.642882,646.14994,lagrangian,hard,2,train,13,0.11150939675815252,0.11150939675815252,0.0,0,1000,,35.0,6.65,6.65,4.9,,
4000,6.091136,656.691406,lagrangian,hard,2,train,8,-0.018008589230466998,-308.7180085892305,63.0,0,1000,,35.0,4.9,4.9,6.300000000000001,,
5000,7.906574,632.384829,lagrangian,hard,2,train,22,-0.5460646921204779,-718.7460646921212,114.0,0,1000,,35.0,6.300000000000001,6.300000000000001,10.25,,
6000,9.332527,642.912132,lagrangian,hard,2,train,11,-0.4262131555140867,-0.4262131555140867,0.0,0,1000,,35.0,10.25,10.25,8.5,,
7000,11.136074,628.587544,lagrangian,hard,2,train,18,-0.6851668912228572,-153.68516689122282,18.0,0,1000,,35.0,8.5,8.5,7.65,,
8000,12.573741,636.246365,lagrangian,hard,2,train,11,-1.6046251790506831,-1.6046251790506831,0.0,0,1000,,35.0,7.65,7.65,5.9,,
9000,14.379489,625.891287,lagrangian,hard,2,train,8,-0.4171867777564724,-0.4171867777564724,0.0,0,1000,,35.0,5.9,5.9,4.15,,
10000,15.798479,632.972196,lagrangian,hard,2,train,7,0.4685275474771464,0.4685275474771464,0.0,0,1000,,35.0,4.15,4.15,2.4000000000000004,,
11000,17.622554,624.199947,lagrangian,hard,2,train,2,0.09089928465522368,-105.50910071534481,44.0,0,1000,,35.0,2.4000000000000004,2.4000000000000004,2.8500000000000005,,
